stop_percent,product_name,processed_WC,meaning_percent,meaningful_words,stop_words,review_score,initial_WC
0.3835616438356164,"viviscal extra strength hair nutrient tablets, 90-tablets",73,0.6164383561643836,"{""'ve"", 'enough', 'CVS', 'purchase', 'store', 'well', 'last', 'fast', 'results', 'saw', 'one', 'noticed', 'product', 'company', 'hair', 'I', 'less', 'year', 'went', 'pills', 'month', 'taking', 'smell', 'stating', 'working', ""n't"", 'like', 'reviews', '3', 'taste', 'another', 'years', 'read', 'distributor', 'differently', 'say', 'ones', 'Walgreens', 'Amazon', 'months', 'look', 'using', 'sold', 'growing', 'sure'}","{'on', 'with', 'for', 'my', 'same', 'or', 'not', 'few', 'the', 'this', 'a', 'and', 'of', 'to', ',', 'it', 'than', 'more', 'in', 'other', 'off', 'was', '.', 'as', 'by', 'been', 'did', 'from'}",1.0 ,106
0.2710843373493976,"viviscal extra strength hair nutrient tablets, 90-tablets",166,0.7289156626506024,"{'Target', '3.5', 'Pill', 'despite', 'authentic', 'Second', 'targets', 'target', 'real', 'buys', 'disturbing', 'recommend', 'lot', 'would', 'mentioned', 'My', 'retailer', 'made', 'dry', 'loss', 'EXACTLY', 'commonly', 'vendor', 'items', 'numerical', 'horribly', 'While', '$', 'look', 'change', 'buy', 'sold', 'Viviscal', 'weeks', 'grainier', 'exactly', 'scalp', 'This', 'review', 'may', 'ingesting', 'difference', 'authenticity', 'product', 'different', 'NO', 'smell', 'vary', 'MISTAKE', 'description', 'dry/rashy', 'read', 'Extra', 'Amazon', 'chose', 'little', 'ignore', 'awful', 'worth', 'strongly', 'fall', 'saw', 'pill', 'decided', 'believing', 'Supplement', 'potentially', 'believe', 'packaging', 'alpha', 'reaction', 'give', 'vivscal', 'hair', 'I', 'bit', 'pills', '35.00', 'packing', 'unbearably', 'purchasing', 'stop', 'BIG', 'itchy', 'deal', 'questioned', ';', 'numbers', 'item', 'eventually', 'idea', 'price', '?', 'wonder', 'totally', 'previous', 'Strength', 'flaky', 'could', 'developed', 'purchased', 'It', '!', 'First', 'might', 'older', 'taking', 'reduced', 'ONE', 'reviews', 'retailers', 'recovered', 'The', 'almost', 'since', 'color', 'denser', 'Facts', 'viviscal', 'verified', 'biggest'}","{'under', 'no', 'with', 'for', 'my', 'most', 'same', 'not', 'being', 'itself', 'are', 'the', 'an', 'what', 'a', 'this', 'which', 'after', 'just', 'do', 'is', 'but', 'and', 'be', 'of', 'does', 'to', 'you', 'i', 'at', 'before', ',', 'it', 'me', 'here', 'more', 'in', 'that', 'other', 'was', 'from', '.', 'as', 'did', 'have'}",1.0 ,321
0.38095238095238093,"viviscal extra strength hair nutrient tablets, 90-tablets",63,0.6190476190476191,"{'IMAGE', 'take', 'flourish', 'seemingly', 'FAKE', 'also', 'unrelated', 'numerous', 'called', 'one', 'page', 'reading', 'found', 'number', ':', 'likely', 'products', 'allowed', 'false', 'product', 'I', 'many', 'lacking', 'largely', 'Amazon.com', 'MY', 'refused', 'reviews', 'The', 'username', 'others', 'Kate', 'attention', 'uses', 'Amazon', 'without', 'authorization', 'posted', 'used'}","{'on', 'for', 'most', ')', 'are', 'this', 'a', 'has', 'who', 'and', 'be', 'of', 'to', 'you', '(', ',', 'it', 'down', 'that', 'their', 'other', '.', 'as', 'have'}",1.0 ,90
0.28651685393258425,"viviscal extra strength hair nutrient tablets, 90-tablets",178,0.7134831460674157,"{'However', 'continued', 'account', 'dealbreaker', 'pending', 'skin', 'hopefully', 'diameter', ':', 'wo', 'real', 'super', 'nails', 'cause', 'less', 'lot', 'order', 'frizzy', 'would', 'see', 'My', 'made', 'week', 'good', 'bottom', ""'m"", 'time', 'night', 'breakouts', 'significantly', 'legit', 'causing', 'Viviscal', 'first', ""'ve"", 'fake', 'consistently', 'days', 'dates', 'subsided', 'one', 'really', 'difference', 'break', 'improvement', 'Ireland', 'number', 'noticed', 'company', 'boxes', 'differences', 'two', 'looks', 'returning', 'box/pills', 'like', 'thicker', ""n't"", 'confident', 'confirm', 'day', 'strong', 'supposedly', 'said', 'sure', 'store', 'left/top', 'knockoff', 'unrelenting', 'tablets', 'second', 'caused', '20', 'Update', 'definitely', 'smaller', 'making', 'packaging', 'cheaper', 'long', 'hair', '2', 'I', 'pills', 'ordered', 'box', 'wide', 'If', 'use', 'stop', 'reason', 'right', 'flat', 'factories', 'friend', ';', 'numbers', 'There', 'told', 'well', 'US', 'price', 'batch', 'quality', 'also', 'checked', 'seem', 'emailed', 'It', 'First', 'keep', ""'ll"", 'expiration', 'think', 'taking', 'Just', 'however', 'texture', 'The', 'acne', 'response', 'get', '#', 'since', 'whereas', 'bad', 'giving'}","{'on', 'with', 'for', 'my', 'both', 'or', 'not', 'being', ')', 'are', 'the', 'some', 'can', 'this', 'a', 'were', 'which', 'after', 'these', 'do', 'is', 'but', 'and', 'be', 'to', 'out', 'at', '(', ',', 'it', 'me', ""'s"", 'than', 'so', 'in', 'that', 'their', 'was', 'am', '.', 'as', 'only', 'they', 'about', 'been', 'if', 'have', 'them', 'because', 'from', 'will'}",3.0 ,347
0.4807692307692308,"viviscal extra strength hair nutrient tablets, 90-tablets",52,0.5192307692307693,"{'bought', 'turning', 'store', 'fake', 'actually', 'pack', 'Please', 'days', 'batch', 'Also', 'consumption', 'God', 'black', 'compared', 'different', 'original', 'I', 'knows', 'pills', 'opening', 'put', 'another', 'human', 'began', 'code', 'buy', 'stuff'}","{'no', 'for', 'had', 'not', 'few', 'are', 'the', 'what', 'very', 'a', 'were', 'these', 'after', 'do', 'and', 'of', 'to', 'when', ',', 'in', 'other', '.', 'only', 'they', 'from'}",1.0 ,61
0.3231707317073171,cuisinart mcp193-18n multiclad pro stainless steel 3-quart saucepan with cover,164,0.676829268292683,"{'happens', 'However', 'flaking', 'oxidation', 'scratches', 'condition', 'brand', 'mine', 'rinsed', 'far', 'complained', 'coating', 'every', 'cosmetic', 'small', 'photo', 'shiny', 'toxic', 'see', 'post', 'swished', 'household', 'Like', 'normal', ""'m"", 'research', 'got', 'common/normal', 'plain', 'added', 'look', 'applied', 'type', ""'ve"", 'spots', 'function', 'suggest', 'found', '``', 'saying', 'amount', 'new', 'looks', 'set', 'ca', 'old', 'like', ""n't"", 'let', 'cookware', 'careful', 'imagine', 'day', 'thing', 'minutes', 'sponge', 'chose', 'said', 'These', 'cook', 'around', 'probably', 'vinegar', 'minute', 'next', 'In', 'Some', 'family', 'stainless', ""'d"", 'flake', 'pans', 'sit', 'restoring', 'best', '2', 'I', 'metal', 'If', 'use', 'unused', 'concerned', 'Friends', 'years', 'bam', 'Steel', 'Yes', 'Bar', 'results', 'want', 'Keepers', 'dried', 'hinder', 'couple', 'T', 'occurring', 'never', 'Stainless', 'anything', 'job', '3', 'The', ""''"", 'fantastic', 'figure', 'cleaner', 'merely', 'extra', 'done', 'always', 'used'}","{'on', 'now', 'with', 'for', 'while', 'my', 'had', 'same', 'not', 'few', 'how', 'being', 'too', 'the', 'having', 'what', 'very', 'can', 'a', 'this', 'after', 'these', 'just', 'do', 'is', 'has', 'all', 'but', 'and', 'be', 'of', 'your', 'does', 'to', 'out', 'you', 'at', 'before', 'doing', ',', 'it', ""'s"", 'so', 'that', 'off', '.', 'as', 'about', 'if', 'did', 'them', 'have', 'will'}",5.0 ,293
0.27014218009478674,cuisinart mcp193-18n multiclad pro stainless steel 3-quart saucepan with cover,211,0.7298578199052133,"{'badly', 'Neither', 'approximately', 'However', 'warmer', 'sizes', '3-3.5', 'Magnalite', 'make', 'Chef', 'lift', 'stuck', 'curved', 'reasons', 'That', ':', 'heated', 'glass', 'clad', 'anyway', 'less', '%', 'clean', 'see', 'solidly', 'fog', 'handle', 'bottom', 'times', 'needs', 'understand', 'higher', 'frequently', 'look', 'bought', 'Since', 'appearance', 'pouring', 'take', 'remaining', 'lip', 'benefit', '4', 'cooking', 'become', 'much', 'one', 'brushed', 'really', '1.5', 'break', 'evenly', 'They', 'Triply', 'lines', 'two', 'negated', 'range', 'performed', 'set', 'simmering', 'ca', 'eliminated', 'availabe', 'pleased', ""n't"", 'like', 'easier', 'cookware', 'Multiclad', 'seemed', '1', 'test', 'All-Clad', 'find', 'entries', 'polished', 'chose', 'replace', 'line', 'something', 'sure', 'around', 'hours', 'dozen', 'third', 'rolled', 'sauce', 'even', 'priced', 'Not', 'advantage', 'aged', 'stainless', 'mirror', 'looking', 'pans', 'Tramontina', 'seems', 'built', 'worry', 'rivet', 'best', '2', 'I', 'pour', 'comfortable', 'metal', 'food', 'pot', 'significant', 'use', 'looked', 'concerned', 'ones', 'fit', 'Essentially', '2.5', 'quart', 'tomato', 'For', 'finish', 'well', 'price', 'wanted', 'perfect', 'want', 'available', 'pan', 'dropped', 'Cuisinart', 'After', 'Calphalon', 'pitted', 'surface', 'fine', 'half', 'Stainless', 'lids', 'aluminum', '3', 'fully', 'Pro', 'The', 'heats', 'banged', '50', 'since', 'performance', 'Both', 'slightly', 'using', '4.5', 'used'}","{'those', 'with', 'for', 'my', 'both', 'had', 'during', 'same', 'or', 'not', 'few', 'how', 'too', 'are', 'the', 'having', 'what', 'very', 'can', 'a', 'over', 'were', 'which', 'after', 'do', 'is', 'has', 'but', 'and', 'of', 'to', 'when', 'you', 'at', 'up', ',', 'any', 'it', 'me', ""'s"", 'than', 'so', 'more', 'in', 'that', 'other', 'was', 'each', 'as', '.', 'about', 'by', 'if', 'have', 'did', 'they', 'from'}",5.0 ,456
0.2554347826086957,cuisinart mcp193-18n multiclad pro stainless steel 3-quart saucepan with cover,184,0.7445652173913043,"{'avid', 'HONESTLY', 'make', 'skillet', 'Youtubing', 'fellow', 'stuck', 'thought', 'reading', 'hot', 'deserves', 'multiclad', 'toss', 'every', 'Which', 'oil', 'delicious', 'incredible', 'would', 'see', 'clean', 'made', 'created', 'Using', 'meals', 'got', 'night', 'browning', 'better', 'stuff', 'bought', 'weeks', 'first', 'carrots', ""'ve"", 'drive', 'days', 'reviewers', 'searching', 'This', 'Friend', 'water', 'review', 'piece', 'one', 'really', 'may', 'chicken', 'cooked', 'sugar', 'brown', 'horizons', '``', 'pain', 'whatever', 'turned', 'broaden', 'set', 'like', 'let', 'glaze', 'breast', 'come', 'read', 'eat', 'CAN', 'thing', 'frozen', 'quite', 'man', 'love', 'little', 'bits', 'scrubbing', 'culinary', 'something', 'cook', 'usual', 'sauce', 'non', 'even', 'stainless', 'decided', '4-5', 'BKF', 'technology', 'making', 'makes', 'constantly', 'easily', 'I', 'star', 'cleaning', 'meal', 'food', 'kill', 'use', 'step', 'sticky', 'You', 'honestly', 'everything', 'We', 'steamed', 'No', 'burnt', 'actually', 'pro', 'great', 'Bar', '12', 'wanted', 'bag', 'stick', 'pan', 'Cuisinart', 'Keepers', 'After', 'know', '!', 'kitchen', ""'ll"", 'lightly', 'steel', 'feel', 'browned', 'reviews', 'heard', 'The', ""''"", 'daily', 'coconut', 'cleanup', 'HAD', 'capable', 'always', 'used'}","{'on', 'now', 'with', 'for', 'my', 'had', 'few', 'are', 'the', 'some', 'what', 'we', 'a', 'this', 'over', 'can', 'were', 'our', 'just', 'its', 'is', 'has', 'all', 'and', 'be', 'of', 'does', 'to', 'you', 'up', ',', 'it', 'me', ""'s"", 'than', 'more', 'in', 'that', 'was', '.', 'as', 'they', 'been', 'into', 'them', 'because', 'have'}",5.0 ,317
0.3125,the crystal bible,48,0.6875,"{'750-800', 'great', 'duplicated', 'three', 'upwards', 'mean', 'total', 'NOT', 'need', 'one', 'stones', 'stone', 'mind', 'Keep', 'three-part', '``', '2', 'buying', 'none', 'series', 'gives', '3', 'book', 'The', ""''"", 'You', 'everything', 'another', '#', 'get', '1', 'descriptions', 'Bible'}","{'of', 'does', 'from', 'to', 'you', 'which', '.', ',', 'is', 'all', 'so', 'and', 'are', 'in', 'the'}",5.0 ,55
0.5238095238095238,the crystal bible,21,0.47619047619047616,"{'This', 'review', 'kindle', 'stones', 'identify', 'edition', 'hard', 'pictures', 'The', 'makes'}","{'does', 'to', 'for', '.', 'which', 'only', 'is', 'not', 'it', 'have', 'the'}",1.0 ,24
0.4807692307692308,the crystal bible,52,0.5192307692307693,"{'probably', 'version', 'states', 'identifying', 'stones/crystals', 'useful', 'realized', 'clearly', 'review', 'wish', 'one', 'stones', 'looking', 'purchased', 'It', 'go', 'pictures', ""'ll"", 'different', 'I', 'would', 'Kindle', 'help', ""n't"", 'If', 'attributes', 'elsewhere'}","{'no', 'for', 'had', 'are', 'there', 'the', 'this', 'is', 'all', 'but', 'and', 'be', 'of', 'to', 'at', 'up', 'any', 'it', 'here', ""'s"", 'that', 'other', '.', 'have', 'will'}",2.0 ,68
